Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Vehicle Number,Type of Vehicle,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
6BB0194,430473,431158,3,11/11/2019,0700,1,M621,2,1,1,E08000035,2,9,1,3,1,50
6BB1304,418402,442323,1,11/11/2019,1730,6,U,2,4,2,E08000035,1,9,3,2,2,79
6BB1461,427314,435777,1,07/11/2019,0740,6,U,1,1,1,E08000035,1,9,3,2,2,16
6BC0162,430933,433311,2,12/11/2019,0512,3,A61,2,4,2,E08000035,1,9,1,3,1,40
6BC0162,430933,433311,2,12/11/2019,0512,3,A61,2,4,2,E08000035,2,11,1,3,1,49
6BC0393,423332,434349,1,12/11/2019,0845,6,U,1,1,1,E08000035,1,9,3,3,2,19
6BC0446,429785,432721,1,12/11/2019,1010,6,U,2,1,1,E08000035,1,10,3,3,1,19
6BC0488,428312,436511,1,11/11/2019,1745,4,B6159,2,4,2,E08000035,1,9,3,3,1,8
6BC0608,426230,427821,1,12/11/2019,1136,6,U,2,1,2,E08000035,1,9,3,3,1,74
6BC1391,442803,429679,1,12/11/2019,1800,6,U,2,6,1,E08000035,1,21,1,2,1,38
6BD0232,430096,431356,2,13/11/2019,0727,3,A653,1,1,1,E08000035,1,1,1,3,1,17
6BD0931,430402,437865,2,13/11/2019,1430,6,U,1,1,1,E08000035,2,1,1,3,1,29
6BD1094,428516,432660,2,07/11/2019,0000,3,A62,2,1,1,E08000035,2,9,1,3,1,26
6BD1323,436114,436704,2,13/11/2019,1700,3,A64,1,4,1,E08000035,2,9,1,3,1,57
6BE0396,433180,434013,2,14/11/2019,0930,3,A64,2,1,1,E08000035,2,9,1,3,2,30
6BE0396,433180,434013,2,14/11/2019,0930,3,A64,2,1,1,E08000035,2,9,2,2,2,60
6BE0396,433180,434013,2,14/11/2019,0930,3,A64,2,1,1,E08000035,2,9,2,3,2,25
6BE0937,429859,433789,2,14/11/2019,0930,6,U,2,4,2,E08000035,2,1,1,3,1,54
6BE0949,440495,433470,2,14/11/2019,1424,6,U,2,1,2,E08000035,1,9,1,3,2,50
6BE1058,426585,433861,2,14/11/2019,1505,6,U,2,1,1,E08000035,2,9,1,3,1,63
6BE1172,429751,433527,1,14/11/2019,1600,6,U,2,4,2,E08000035,1,9,3,2,2,69
6BE1182,441054,448822,2,14/11/2019,1611,6,U,1,1,1,E08000035,2,3,1,3,1,17
6BE1946,431433,428351,1,14/11/2019,2300,6,U,2,4,2,E08000035,1,9,1,2,1,29
6BF1365,426044,436353,1,15/11/2019,1700,6,U,2,6,2,E08000035,1,9,3,3,2,41
6BG0018,441106,449599,4,16/11/2019,0009,2,A1(M),2,6,2,E08000035,1,9,1,3,1,40
6BG1757,429243,430844,2,16/11/2019,2045,6,U,2,4,1,E08000035,2,9,2,3,2,34
6BG1757,429243,430844,2,16/11/2019,2045,6,U,2,4,1,E08000035,2,9,2,3,2,12
6BG1757,429243,430844,2,16/11/2019,2045,6,U,2,4,1,E08000035,2,9,2,3,2,10
6BG1842,426383,427480,1,16/11/2019,2130,4,B6123,2,4,2,E08000035,1,9,3,3,1,46
6BH0099,434608,437396,1,17/11/2019,0100,3,A58,2,5,2,E08000035,1,9,3,2,1,50
6BH0330,428400,429373,1,17/11/2019,0438,3,A6110,2,4,1,E08000035,1,3,1,2,1,42
6BH0330,428400,429373,1,17/11/2019,0438,3,A6110,2,4,1,E08000035,1,3,3,2,1,37
6BH0607,443400,438717,4,17/11/2019,1100,2,A1(M),1,1,1,E08000035,2,9,1,3,2,50
6BH0607,443400,438717,4,17/11/2019,1100,2,A1(M),1,1,1,E08000035,2,9,2,3,1,52
6BH0607,443400,438717,4,17/11/2019,1100,2,A1(M),1,1,1,E08000035,3,9,1,3,2,60
6BH0607,443400,438717,4,17/11/2019,1100,2,A1(M),1,1,1,E08000035,3,9,2,3,1,61
6BH1810,429192,435352,2,15/11/2019,1925,6,U,1,4,8,E08000035,2,1,1,3,2,24
6BI0924,424271,435373,1,18/11/2019,1432,6,U,1,1,1,E08000035,1,9,3,2,1,85
6BI1339,430902,435530,1,18/11/2019,1710,6,U,2,4,1,E08000035,1,9,3,3,2,52
6BI1779,428364,435155,2,18/11/2019,2048,6,U,1,4,1,E08000035,2,4,1,3,1,24
6BJ0215,432101,435537,2,19/11/2019,0748,6,U,4,1,1,E08000035,1,9,1,3,2,40
6BJ0215,432101,435537,2,19/11/2019,0748,6,U,4,1,1,E08000035,1,9,2,3,1,12
6BJ0218,428835,437842,2,19/11/2019,0745,6,U,4,1,1,E08000035,1,9,1,3,2,22
6BJ0242,436727,435925,2,19/11/2019,0811,6,U,4,1,1,E08000035,1,9,1,3,2,43
6BJ0250,437951,433215,2,19/11/2019,0819,1,M1,1,1,1,E08000035,1,9,1,3,1,27
6BJ0250,437951,433215,2,19/11/2019,0819,1,M1,1,1,1,E08000035,2,20,1,3,1,24
6BJ0250,437951,433215,2,19/11/2019,0819,1,M1,1,1,1,E08000035,2,20,2,3,1,18
6BJ0638,430811,433259,1,19/11/2019,1159,3,A61,1,1,1,E08000035,1,11,3,2,1,38
6BJ1268,431971,435822,1,19/11/2019,1650,3,A58,1,4,1,E08000035,1,9,3,3,1,11
6BJ1587,430246,434376,2,19/11/2019,1850,3,A58,1,4,1,E08000035,2,9,2,3,1,55
6BK0149,426818,438059,2,20/11/2019,0533,3,A6120,1,4,1,E08000035,2,8,1,3,1,31
6BK0366,432417,426204,3,20/11/2019,0946,1,M1,1,1,1,E08000035,1,9,1,3,2,59
6BK0366,432417,426204,3,20/11/2019,0946,1,M1,1,1,1,E08000035,3,21,1,3,1,55
6BK0944,423424,445514,4,20/11/2019,1450,3,A659,2,1,2,E08000035,1,9,1,3,2,86
6BK0944,423424,445514,4,20/11/2019,1450,3,A659,2,1,2,E08000035,2,19,1,3,1,36
6BK1024,435002,438403,2,20/11/2019,1520,3,A58,2,1,1,E08000035,1,9,1,3,1,41
6BK1024,435002,438403,2,20/11/2019,1520,3,A58,2,1,1,E08000035,2,9,1,3,1,31
6BK1285,429551,430311,2,20/11/2019,1706,3,A653,1,4,1,E08000035,2,8,1,3,1,46
6BK1301,430149,445351,2,20/11/2019,1710,3,A659,1,6,1,E08000035,2,9,1,3,2,27
6BK1454,426766,438350,2,20/11/2019,1814,3,A660,1,4,1,E08000035,2,1,1,3,2,39
6BK1527,431402,435029,2,20/11/2019,1830,6,U,2,4,2,E08000035,2,9,1,3,2,35
6BK1693,427153,432524,2,20/11/2019,1750,6,U,2,4,2,E08000035,2,3,1,3,1,54
6BK1842,424586,435143,4,20/11/2019,2119,3,A657,2,4,1,E08000035,1,9,1,3,1,26
6BK1842,424586,435143,4,20/11/2019,2119,3,A657,2,4,1,E08000035,1,9,2,3,1,24
6BK1842,424586,435143,4,20/11/2019,2119,3,A657,2,4,1,E08000035,1,9,2,3,2,20
6BK1842,424586,435143,4,20/11/2019,2119,3,A657,2,4,1,E08000035,2,9,1,3,1,44
6BK1842,424586,435143,4,20/11/2019,2119,3,A657,2,4,1,E08000035,3,9,1,3,1,27
6BK1996,428559,434257,2,20/11/2019,2346,6,U,2,4,1,E08000035,2,8,1,3,1,42
6BL0192,431250,429705,1,21/11/2019,0705,6,U,2,1,1,E08000035,1,9,3,2,2,11
6BL0264,430112,438324,2,21/11/2019,0828,6,U,1,1,1,E08000035,2,19,1,3,1,53
6BL0915,424371,445352,2,21/11/2019,1630,3,A658,1,1,1,E08000035,2,1,1,2,1,47
6BL1139,426082,431596,1,21/11/2019,1731,3,A58,2,4,1,E08000035,1,9,2,3,1,83
6BL1309,430464,435594,2,21/11/2019,1720,3,A61,2,4,1,E08000035,2,9,1,3,1,50
6BL1488,425134,433917,2,21/11/2019,1900,6,U,2,4,2,E08000035,2,1,1,3,2,10
6BL1557,423005,437637,3,21/11/2019,1934,3,A6120,2,4,2,E08000035,1,9,1,3,1,89
6BM0217,427927,426408,2,22/11/2019,0610,6,U,2,1,2,E08000035,2,9,1,3,1,25
6BM0242,438026,425857,2,22/11/2019,0745,4,B6135,2,6,2,E08000035,2,9,1,3,2,39
6BM1279,429572,423157,2,22/11/2019,1658,1,M1,2,1,2,E08000035,2,9,1,3,2,55
6BM1280,427216,432898,1,22/11/2019,0830,6,U,1,1,1,E08000035,1,9,3,3,2,11
6BM1610,422337,433382,1,22/11/2019,1925,6,U,1,4,1,E08000035,1,9,3,3,2,13
6BN0207,429531,437005,1,23/11/2019,0234,6,U,2,4,1,E08000035,1,9,1,3,1,32
6BN0659,428760,432721,2,23/11/2019,1220,6,U,2,1,1,E08000035,2,1,1,3,1,26
6BN1678,426325,433091,2,23/11/2019,2015,6,U,1,4,1,E08000035,2,1,1,3,1,32
6BO0921,431089,434206,1,24/11/2019,1355,6,U,2,1,1,E08000035,1,9,3,3,1,41
6BO0921,431089,434206,1,24/11/2019,1355,6,U,2,1,1,E08000035,1,9,3,3,1,31
6BO1225,429782,433497,1,24/11/2019,1630,6,U,1,4,1,E08000035,1,19,3,2,1,73
6BP0335,427534,429803,2,25/11/2019,0831,6,U,2,1,1,E08000035,2,1,1,3,1,30
6BP1267,425587,434257,1,25/11/2019,1620,3,A647,2,4,2,E08000035,1,19,3,2,2,15
6BP1296,422438,427908,2,23/11/2019,1350,6,U,2,1,1,E08000035,1,9,1,3,2,23
6BP1326,432823,435217,2,25/11/2019,1630,6,U,2,4,1,E08000035,2,1,1,3,1,49
6BQ0261,430653,434684,3,26/11/2019,0720,3,A61,2,1,2,E08000035,2,9,1,3,2,56
6BQ0767,432847,442494,2,26/11/2019,1300,6,U,2,1,2,E08000035,1,9,1,3,2,17
6BQ1250,429737,430566,1,26/11/2019,1643,6,U,2,4,1,E08000035,1,19,3,3,2,16
6BQ1250,429737,430566,1,26/11/2019,1643,6,U,2,4,1,E08000035,1,19,3,3,2,16
6BQ1401,434457,434385,3,26/11/2019,1830,3,A64,1,4,1,E08000035,1,9,1,3,1,21
6BQ1401,434457,434385,3,26/11/2019,1830,3,A64,1,4,1,E08000035,2,9,1,3,1,30
6BQ1875,428578,431540,2,26/11/2019,0750,6,U,2,4,2,E08000035,2,9,1,3,2,23
6BQ2127,434950,442850,1,26/11/2019,2330,6,U,2,6,1,E08000035,1,9,1,2,1,87
6BR1254,432536,433789,1,27/11/2019,1700,3,A64,2,4,2,E08000035,1,11,3,3,2,20
6BR1544,431808,425365,2,27/11/2019,1905,1,M1,2,4,2,E08000035,1,9,2,3,2,43
6BR1643,429000,429625,2,27/11/2019,1950,6,U,2,4,2,E08000035,1,9,1,3,2,26
6BR1643,429000,429625,2,27/11/2019,1950,6,U,2,4,2,E08000035,1,9,2,3,2,36
6BR1643,429000,429625,2,27/11/2019,1950,6,U,2,4,2,E08000035,2,9,1,3,1,41
6BR1732,430002,432656,2,27/11/2019,2040,3,A653,2,4,2,E08000035,2,9,1,2,1,47
6BR1817,427500,434515,1,26/11/2019,2030,6,U,2,4,1,E08000035,1,9,3,2,1,27
6BR1828,423157,433366,5,27/11/2019,2145,4,B6154,2,4,2,E08000035,1,9,1,2,1,26
6BS0342,431150,437982,2,28/11/2019,0900,6,U,2,1,1,E08000035,2,1,1,3,1,35
6BS0422,421453,434000,3,28/11/2019,0953,2,A647(M),2,1,1,E08000035,2,19,1,3,1,41
6BS1695,428958,435471,2,28/11/2019,1933,3,A660,2,4,2,E08000035,1,1,1,3,1,38
6BS1788,424958,434437,2,28/11/2019,1900,3,A647,1,4,1,E08000035,2,1,1,3,1,13
6BT0201,425033,433154,2,29/11/2019,0457,6,U,4,4,1,E08000035,1,9,1,3,2,27
6BT0778,430673,434946,2,29/11/2019,1240,3,A58,1,1,1,E08000035,1,9,1,3,1,26
6BT0924,433019,435018,2,29/11/2019,1405,6,U,2,1,1,E08000035,1,9,2,3,2,29
6BT0924,433019,435018,2,29/11/2019,1405,6,U,2,1,1,E08000035,1,9,2,3,2,50
6BT0924,433019,435018,2,29/11/2019,1405,6,U,2,1,1,E08000035,2,9,1,3,1,45
6BT1427,430034,434069,2,29/11/2019,1739,6,U,2,4,1,E08000035,2,1,1,2,2,31
6BT1778,430782,438591,2,29/11/2019,2025,6,U,1,4,1,E08000035,2,9,2,3,2,47
6BT1789,431524,432553,2,29/11/2019,2030,3,A61,1,4,1,E08000035,2,9,1,3,1,35
6BT2059,430170,433193,1,29/11/2019,2225,6,U,1,4,1,E08000035,1,9,3,2,1,39
6BU0860,429925,432733,2,30/11/2019,1325,6,U,1,1,1,E08000035,1,9,1,3,1,57
6BU0860,429925,432733,2,30/11/2019,1325,6,U,1,1,1,E08000035,2,9,1,3,2,42
6BU0860,429925,432733,2,30/11/2019,1325,6,U,1,1,1,E08000035,2,9,2,3,1,41
6BU1323,429141,430784,2,30/11/2019,1730,6,U,2,4,2,E08000035,2,9,2,3,1,24
6BU1555,428936,425986,2,30/11/2019,1925,3,A650,1,4,1,E08000035,1,9,1,3,1,88
6BU1555,428936,425986,2,30/11/2019,1925,3,A650,1,4,1,E08000035,2,9,1,3,2,27
6C10319,420301,437124,1,01/12/2019,0457,3,A657,2,4,1,E08000035,1,9,1,3,1,21
6C10519,432620,434597,2,01/12/2019,0930,4,B6159,2,1,1,E08000035,1,9,2,3,1,29
6C11193,429419,433281,1,01/12/2019,1630,6,U,1,4,1,E08000035,1,9,3,3,2,36
6C11193,429419,433281,1,01/12/2019,1630,6,U,1,4,1,E08000035,1,9,3,3,2,12
6C11193,429419,433281,1,01/12/2019,1630,6,U,1,4,1,E08000035,1,9,3,3,1,8
6C11193,429419,433281,1,01/12/2019,1630,6,U,1,4,1,E08000035,1,9,3,3,2,34
6C11207,426952,435691,2,01/12/2019,1640,6,U,1,4,1,E08000035,2,3,1,2,1,20
6C11456,431558,435185,2,01/12/2019,1845,3,A58,4,4,1,E08000035,1,9,1,3,1,37
6C11456,431558,435185,2,01/12/2019,1845,3,A58,4,4,1,E08000035,2,9,1,3,2,27
6C30509,431978,439367,2,03/12/2019,1600,6,U,1,1,1,E08000035,1,9,1,3,2,28
6C30729,425639,434242,1,03/12/2019,0900,3,A647,1,1,1,E08000035,1,3,1,2,1,25
6C30824,426822,434974,2,03/12/2019,1400,3,A65,1,1,1,E08000035,2,1,1,3,1,49
6C31023,435971,435459,1,03/12/2019,1513,3,A64,1,1,1,E08000035,1,9,3,2,2,16
6C31124,430071,433367,1,03/12/2019,1600,6,U,1,1,1,E08000035,1,11,3,2,2,20
6C31147,429273,430095,1,03/12/2019,1610,6,U,1,4,1,E08000035,1,10,3,3,2,76
6C31201,431573,425153,5,03/12/2019,1634,1,M1,1,4,1,E08000035,1,9,1,3,2,39
6C31201,431573,425153,5,03/12/2019,1634,1,M1,1,4,1,E08000035,2,9,1,3,2,53
6C31201,431573,425153,5,03/12/2019,1634,1,M1,1,4,1,E08000035,3,19,1,3,1,54
6C31401,430951,433242,2,03/12/2019,1800,6,U,1,4,1,E08000035,2,9,1,3,1,30
6C40247,426089,435590,2,04/12/2019,0720,6,U,1,1,1,E08000035,2,9,1,3,2,44
6C40275,440641,426123,2,04/12/2019,0830,3,A639,1,1,1,E08000035,1,9,1,3,2,48
6C40275,440641,426123,2,04/12/2019,0830,3,A639,1,1,1,E08000035,2,9,1,3,1,58
6C40312,428205,434190,2,04/12/2019,0830,6,U,1,1,1,E08000035,2,1,1,3,1,31
6C40630,441013,434557,1,04/12/2019,1210,1,M1,1,1,1,E08000035,1,19,3,2,1,43
6C40833,432788,435457,2,04/12/2019,1346,6,U,1,1,1,E08000035,2,3,1,2,1,18
6C41103,429494,436615,1,04/12/2019,1540,6,U,1,6,1,E08000035,1,9,3,3,1,11
6C41302,437310,433424,2,04/12/2019,1714,3,A6120,1,7,1,E08000035,2,9,1,3,1,28
6C41507,427261,429568,2,04/12/2019,1825,6,U,2,4,1,E08000035,2,3,1,2,1,26
6C41605,429002,436843,3,04/12/2019,2036,6,U,1,4,1,E08000035,2,9,1,3,1,33
6C50223,443640,436793,5,05/12/2019,0749,2,A1(M),1,1,1,E08000035,5,9,1,3,2,39
6C50223,443640,436793,5,05/12/2019,0749,2,A1(M),1,1,1,E08000035,3,9,1,3,1,40
6C50223,443640,436793,5,05/12/2019,0749,2,A1(M),1,1,1,E08000035,3,9,2,3,1,38
6C50223,443640,436793,5,05/12/2019,0749,2,A1(M),1,1,1,E08000035,1,9,1,3,2,37
6C50715,431196,436831,2,05/12/2019,0729,6,U,1,1,1,E08000035,2,1,1,2,1,37
6C50843,430634,432643,2,05/12/2019,1400,3,A61,1,1,1,E08000035,2,9,1,3,2,56
6C50843,430634,432643,2,05/12/2019,1400,3,A61,1,1,1,E08000035,2,9,2,3,2,20
6C50952,440760,428666,1,05/12/2019,1500,6,U,2,1,1,E08000035,1,9,3,2,1,70
6C50952,440760,428666,1,05/12/2019,1500,6,U,2,1,1,E08000035,1,9,3,2,2,67
6C51046,429340,437270,1,05/12/2019,1541,6,U,1,1,1,E08000035,1,9,3,3,2,11
6C60241,428218,426435,2,06/12/2019,0656,1,M62,2,4,2,E08000035,1,9,1,3,2,33
6C61143,431315,429850,1,06/12/2019,1530,6,U,2,1,1,E08000035,1,9,3,2,2,22
6C61223,433375,425876,2,06/12/2019,1622,1,M62,2,4,1,E08000035,2,9,2,3,2,45
6C61272,427512,426313,2,06/12/2019,1645,1,M62,2,4,1,E08000035,2,9,1,3,2,61
6C61272,427512,426313,2,06/12/2019,1645,1,M62,2,4,1,E08000035,2,9,2,3,2,38
6C61272,427512,426313,2,06/12/2019,1645,1,M62,2,4,1,E08000035,2,9,2,3,1,12
6C61275,430903,432278,1,06/12/2019,1648,6,U,2,4,1,E08000035,1,9,3,3,1,17
6C61368,429849,433408,1,05/12/2019,1845,6,U,1,4,1,E08000035,1,9,3,3,2,21
6C61368,429849,433408,1,05/12/2019,1845,6,U,1,4,1,E08000035,1,9,3,3,2,49
6C61387,430013,434115,2,06/12/2019,1740,6,U,2,4,1,E08000035,1,1,1,3,1,27
6C70073,430028,434086,1,07/12/2019,0010,6,U,2,4,2,E08000035,1,8,3,2,2,34
6C90408,429885,430767,2,09/12/2019,0952,3,A653,1,1,1,E08000035,2,9,1,3,2,49
6C90408,429885,430767,2,09/12/2019,0952,3,A653,1,1,1,E08000035,1,11,2,3,2,73
6C90408,429885,430767,2,09/12/2019,0952,3,A653,1,1,1,E08000035,1,11,2,3,2,18
6C90500,426982,439897,2,09/12/2019,1054,3,A660,1,1,1,E08000035,2,5,1,3,1,29
6C90806,428597,432793,2,09/12/2019,1335,3,A58,1,1,1,E08000035,2,9,1,3,1,32
6C91033,430150,428094,2,09/12/2019,1522,6,U,1,1,1,E08000035,2,9,1,3,2,51
6C91162,432317,426035,2,09/12/2019,0915,1,M62,1,1,1,E08000035,2,9,2,3,1,21
6C91162,432317,426035,2,09/12/2019,0915,1,M62,1,1,1,E08000035,2,9,1,3,2,21
6CA0272,428045,432828,1,10/12/2019,0755,4,B6154,2,1,4,E08000035,1,9,3,3,1,15
6CA1268,430436,431014,3,10/12/2019,1651,1,M621,1,1,1,E08000035,3,9,1,3,1,32
6CA1466,428845,430209,1,10/12/2019,1823,6,U,2,4,5,E08000035,1,9,3,3,1,23
6CA1466,428845,430209,1,10/12/2019,1823,6,U,2,4,5,E08000035,1,9,3,3,1,27
6CA1555,426021,427782,1,10/12/2019,1900,6,U,2,4,5,E08000035,1,9,3,2,2,81
6CB1299,430690,433675,2,11/12/2019,1700,3,A61,1,4,1,E08000035,2,1,1,3,1,41
6CB1409,430396,430892,2,11/12/2019,1742,1,M621,2,4,1,E08000035,1,9,1,3,1,26
6CB1469,435743,436089,1,11/12/2019,1800,6,U,2,4,1,E08000035,1,5,3,2,2,29
6CB1645,422025,436488,1,11/12/2019,0715,6,U,1,1,1,E08000035,1,9,3,3,2,12
6CB1863,432513,427562,2,11/12/2019,2127,6,U,2,4,1,E08000035,2,9,1,3,1,38
6CB1863,432513,427562,2,11/12/2019,2127,6,U,2,4,1,E08000035,2,9,2,2,2,38
6CC0210,433106,436127,2,12/12/2019,0648,3,A58,2,4,1,E08000035,2,3,1,2,1,34
6CC1141,428479,426413,3,12/12/2019,1613,1,M62,2,4,2,E08000035,1,9,1,2,1,73
6CC1185,424475,439080,1,12/12/2019,1630,6,U,2,4,2,E08000035,1,9,3,2,1,73
6CC1520,424620,427641,2,12/12/2019,1855,1,M62,2,4,2,E08000035,2,9,1,3,2,40
6CD0857,423739,437384,1,10/12/2019,0730,3,A65,1,4,1,E08000035,1,8,3,3,1,65
6CD0913,431109,436836,2,13/12/2019,1425,6,U,1,1,1,E08000035,2,9,1,3,1,62
6CD0935,428306,429579,2,16/11/2019,1143,3,A6110,1,1,1,E08000035,2,9,2,3,1,38
6CE0658,432302,444128,2,14/12/2019,1047,3,A61,2,1,1,E08000035,1,19,1,2,1,59
6CE0658,432302,444128,2,14/12/2019,1047,3,A61,2,1,1,E08000035,2,9,1,2,1,86
6CE0679,436039,434790,1,13/12/2019,1115,6,U,1,1,1,E08000035,1,9,3,3,1,33
6CE1096,441235,439816,4,14/12/2019,1447,3,A64,2,1,2,E08000035,1,9,1,2,2,41
6CE1096,441235,439816,4,14/12/2019,1447,3,A64,2,1,2,E08000035,2,9,1,2,2,30
6CE1096,441235,439816,4,14/12/2019,1447,3,A64,2,1,2,E08000035,3,9,1,3,1,69
6CE1096,441235,439816,4,14/12/2019,1447,3,A64,2,1,2,E08000035,4,9,1,3,2,44
6CF0033,428005,426228,3,15/12/2019,0018,3,A653,2,4,3,E08000035,2,8,1,3,1,29
6CF0516,444980,442685,3,15/12/2019,0905,6,U,2,1,4,E08000035,2,16,1,2,2,66
6CF0516,444980,442685,3,15/12/2019,0905,6,U,2,1,4,E08000035,3,16,1,3,2,59
6CF0784,425916,435496,2,15/12/2019,1220,6,U,2,1,1,E08000035,2,1,1,2,1,51
6CF1769,432434,434839,2,15/12/2019,2120,4,B6159,2,4,1,E08000035,2,9,1,3,1,34
6CF1794,443563,431700,1,15/12/2019,2152,3,A63,2,6,1,E08000035,1,9,1,3,1,21
6CG1041,430242,432968,2,16/12/2019,1420,6,U,2,1,8,E08000035,2,9,1,3,1,39
6CG1253,440088,433359,1,16/12/2019,1625,3,A642,1,4,1,E08000035,1,9,3,2,2,17
6CH0234,424093,428106,2,17/12/2019,0717,3,A62,2,1,1,E08000035,2,9,1,3,1,57
6CH0306,440900,434527,3,17/12/2019,0810,1,M1,2,1,1,E08000035,3,19,1,3,2,25
6CH0494,431435,431610,2,17/12/2019,1045,6,U,2,1,1,E08000035,2,9,1,3,2,71
6CH0759,431127,424754,2,17/12/2019,1303,1,M1,2,1,1,E08000035,1,9,1,3,1,67
6CH1238,426637,433085,2,17/12/2019,1650,4,B6145,2,4,2,E08000035,1,9,1,3,1,50
6CI0215,432047,425662,3,18/12/2019,0640,1,M1,2,4,1,E08000035,2,9,1,3,1,50
6CI0332,423720,434202,2,18/12/2019,0847,6,U,4,1,1,E08000035,1,9,1,3,2,22
6CI0332,423720,434202,2,18/12/2019,0847,6,U,4,1,1,E08000035,1,9,2,3,2,2
6CI0859,439303,432396,2,18/12/2019,0645,3,A63,2,1,1,E08000035,2,1,1,3,1,39
6CI1657,431062,430364,2,18/12/2019,2012,6,U,2,4,2,E08000035,2,1,1,3,1,51
6CI1918,431973,425559,2,18/12/2019,2310,1,M1,2,4,2,E08000035,2,9,1,2,1,34
6CJ1207,430917,435590,1,19/12/2019,1625,6,U,2,4,2,E08000035,1,9,3,2,1,51
6CJ1441,440370,448115,1,19/12/2019,1822,3,A661,2,4,1,E08000035,1,9,3,3,2,54
6CK0591,431534,432542,3,20/12/2019,1100,3,A61,2,1,2,E08000035,1,9,1,3,1,43
6CK0806,433117,434025,2,20/12/2019,0939,4,B6159,1,1,1,E08000035,2,11,1,3,1,69
6CK1578,428545,426414,2,20/12/2019,1840,1,M62,2,4,1,E08000035,2,9,1,3,1,59
6CK1751,430695,439199,1,20/12/2019,1955,3,A6120,2,4,1,E08000035,1,9,3,2,1,43
6CK2067,430765,433846,2,20/12/2019,2240,6,U,1,4,1,E08000035,2,1,1,3,1,31
6CL0578,430234,431975,2,09/12/2019,1330,1,M621,1,1,1,E08000035,2,19,1,3,1,37
6CL0944,430479,437776,1,21/12/2019,1300,6,U,2,1,1,E08000035,1,9,3,1,1,66
6CL1034,430523,428345,2,21/12/2019,1355,6,U,1,1,1,E08000035,2,9,2,3,2,27
6CL1034,430523,428345,2,21/12/2019,1355,6,U,1,1,1,E08000035,2,9,2,3,1,63
6CL1034,430523,428345,2,21/12/2019,1355,6,U,1,1,1,E08000035,2,9,1,3,2,36
6CL1292,425484,434124,1,21/12/2019,1545,6,U,1,1,1,E08000035,1,19,3,3,1,49
6CL1505,431656,426485,3,21/12/2019,1805,4,B6135,2,4,2,E08000035,1,9,1,3,2,30
6CM0106,428595,427781,1,22/12/2019,0106,3,A653,2,4,2,E08000035,1,9,2,3,1,20
6CM0695,436176,427733,2,21/12/2019,1845,3,A642,1,4,1,E08000035,2,9,1,3,1,25
6CM0745,430931,436028,2,22/12/2019,0700,6,U,1,1,1,E08000035,2,9,1,3,1,63
6CM0966,435361,431300,1,22/12/2019,1511,1,M1,2,1,1,E08000035,1,9,1,3,2,23
6CM1165,428440,428625,4,22/12/2019,1650,3,A658,2,4,1,E08000035,2,9,1,2,1,19
6CM1165,428440,428625,4,22/12/2019,1650,3,A658,2,4,1,E08000035,2,9,2,2,1,19
6CM1165,428440,428625,4,22/12/2019,1650,3,A658,2,4,1,E08000035,4,9,1,2,1,43
6CM1165,428440,428625,4,22/12/2019,1650,3,A658,2,4,1,E08000035,4,9,2,2,2,43
6CM1165,428440,428625,4,22/12/2019,1650,3,A658,2,4,1,E08000035,4,9,2,2,2,9
6CN0371,424808,433913,1,21/12/2019,1930,6,U,1,7,1,E08000035,1,8,2,3,1,32
6CN0446,430089,431324,2,23/12/2019,1030,3,A653,2,1,2,E08000035,2,9,3,3,1,63
6CN1379,429011,430281,2,23/12/2019,1800,6,U,1,4,1,E08000035,1,9,1,3,1,31
6CN1639,429963,437208,2,23/12/2019,2013,3,A63,2,4,1,E08000035,2,9,1,3,2,29
6CO0955,437817,428195,2,24/12/2019,1529,6,U,1,1,1,E08000035,1,9,1,3,1,61
6CO1163,438414,432729,2,24/12/2019,1722,3,A63,2,4,1,E08000035,1,9,2,3,2,90
6CO1340,420001,446004,2,24/12/2019,1915,6,U,2,7,1,E08000035,1,9,1,3,1,24
6CO1687,438959,439138,1,24/12/2019,2323,3,A64,1,6,1,E08000035,1,9,3,3,1,23
6CR1411,432397,426233,2,27/12/2019,1740,1,M62,1,4,1,E08000035,2,9,2,3,2,28
6CT0180,430100,431497,2,29/12/2019,0152,6,U,1,4,1,E08000035,1,9,2,3,2,37
6CT0238,430040,434040,1,29/12/2019,0220,6,U,1,4,1,E08000035,1,9,3,2,1,21
6CU0181,442094,434619,1,30/12/2019,0422,1,M1,2,4,4,E08000035,1,9,1,3,1,27
6CU0363,423019,437653,1,30/12/2019,1000,3,A65,4,1,1,E08000035,1,5,1,2,1,36
6CV0723,436853,442515,2,31/12/2019,1340,3,A58,1,1,1,E08000035,2,1,1,2,1,59
6CV1518,421466,433999,3,31/12/2019,1640,3,A647,1,4,1,E08000035,2,9,1,3,1,41
6CV1518,421466,433999,3,31/12/2019,1640,3,A647,1,4,1,E08000035,2,9,2,3,1,26
