Accident Fields_Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,1st Road Class & No,Road Surface,Lighting Conditions,Weather Conditions,Local Authority,Vehicle Fields_Reference Number,Vehicle Number,Type of Vehicle,Casualty Fields_Reference Number,Casualty Veh No,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty
5831990,433795,437143,2,03/08/2018,2045,5,C,1,4,1,E08000035,5831990,2,9,5831990,2,2,3,1,37
5831990,433795,437143,2,03/08/2018,2045,5,C,1,4,1,E08000035,5831990,2,9,5831990,2,1,3,1,37
5832124,428849,431623,2,03/08/2018,2203,1,M621,1,5,1,E08000035,5832124,2,9,5832124,2,2,3,1,51
5841254,436099,434818,2,04/08/2018,1520,6,U,1,1,1,E08000035,5841254,2,1,5841254,2,1,3,1,57
5841303,435672,434959,2,04/08/2018,1530,6,U,1,1,1,E08000035,5841303,2,1,5841303,2,1,3,1,72
5841440,428838,436574,2,04/08/2018,1600,6,U,1,1,1,E08000035,5841440,2,9,5841440,2,1,3,2,58
5850339,418943,441618,2,04/08/2018,1500,6,U,1,1,1,E08000035,5850339,2,1,5850339,2,1,3,1,72
5850615,436172,427678,2,05/08/2018,0920,3,A642,1,1,1,E08000035,5850615,1,1,5850615,1,1,2,1,30
5851272,429913,433798,1,05/08/2018,1540,6,U,1,1,1,E08000035,5851272,1,1,5851272,1,3,3,2,44
5851272,429913,433798,1,05/08/2018,1540,6,U,1,1,1,E08000035,5851272,1,1,5851272,1,3,3,1,7
5851554,428907,435508,2,05/08/2018,0030,3,A660,1,4,1,E08000035,5851554,2,1,5851554,2,1,3,1,23
5860620,427559,425418,2,06/08/2018,1005,6,U,1,1,1,E08000035,5860620,2,1,5860620,2,1,3,1,58
5860974,429738,432940,4,06/08/2018,2040,6,U,1,1,1,E08000035,5860974,3,9,5860974,3,2,2,1,44
5860974,429738,432940,4,06/08/2018,2040,6,U,1,1,1,E08000035,5860974,3,9,5860974,3,1,2,1,44
5861096,430953,435784,1,06/08/2018,1400,6,U,1,1,1,E08000035,5861096,1,9,5861096,1,3,2,2,49
5870425,429136,433091,2,07/08/2018,0815,6,U,1,1,1,E08000035,5870425,2,1,5870425,2,1,3,1,31
5871023,438616,429677,2,07/08/2018,1345,6,U,1,1,1,E08000035,5871023,1,1,5871023,1,1,3,1,20
5872058,426301,435528,2,07/08/2018,1926,3,A65,1,1,1,E08000035,5872058,2,1,5872058,2,1,3,1,27
5880378,428800,431635,2,08/08/2018,0835,1,M621,1,1,1,E08000035,5880378,2,9,5880378,2,1,3,2,47
5890376,421388,444901,2,09/08/2018,0835,3,A660,1,1,1,E08000035,5890376,2,1,5890376,2,1,3,1,62
5890759,429389,428107,2,09/08/2018,1250,6,U,2,1,2,E08000035,5890759,1,9,5890759,1,1,3,2,35
5890925,434860,437986,2,09/08/2018,1400,3,A6120,1,1,1,E08000035,5890925,2,5,5890925,2,1,2,1,50
5891133,430083,431196,2,09/08/2018,1600,3,A653,1,1,1,E08000035,5891133,2,1,5891133,2,1,3,1,23
5891270,433021,434136,2,09/08/2018,1700,4,B6159,1,1,1,E08000035,5891270,1,9,5891270,1,1,3,2,18
5891270,433021,434136,2,09/08/2018,1700,4,B6159,1,1,1,E08000035,5891270,2,9,5891270,2,1,3,1,54
5891270,433021,434136,2,09/08/2018,1700,4,B6159,1,1,1,E08000035,5891270,2,9,5891270,2,2,3,1,56
5891423,425042,433160,2,09/08/2018,1600,3,A6110,1,1,1,E08000035,5891423,1,8,5891423,1,2,3,2,11
5891432,432309,434658,1,09/08/2018,1820,6,U,1,1,1,E08000035,5891432,1,9,5891432,1,3,3,1,10
5891451,433219,430020,2,09/08/2018,1832,4,B6481,1,1,1,E08000035,5891451,1,9,5891451,1,1,2,1,40
5891451,433219,430020,2,09/08/2018,1832,4,B6481,1,1,1,E08000035,5891451,2,9,5891451,2,1,3,1,38
5891725,429769,430729,2,09/08/2018,2043,6,U,1,1,1,E08000035,5891725,1,1,5891725,1,1,2,1,7
5891970,424992,432896,2,09/08/2018,2236,6,U,1,4,1,E08000035,5891970,2,3,5891970,2,1,2,1,50
58A0430,430800,433273,2,10/08/2018,0820,6,U,1,1,1,E08000035,58A0430,1,9,58A0430,1,1,3,1,33
58A0479,428934,429851,2,10/08/2018,0820,3,A653,1,1,1,E08000035,58A0479,1,9,58A0479,1,1,3,2,70
58A0751,430261,433751,1,10/08/2018,1000,6,U,1,1,1,E08000035,58A0751,1,11,58A0751,1,2,3,2,4
58A0781,436168,434462,3,10/08/2018,1218,3,A6120,1,1,1,E08000035,58A0781,2,9,58A0781,2,1,3,2,23
58A1784,433105,432725,1,10/08/2018,2040,6,U,1,1,1,E08000035,58A1784,1,9,58A1784,1,3,2,1,7
58B0940,433873,434068,2,11/08/2018,1310,3,A64,1,1,1,E08000035,58B0940,1,5,58B0940,1,1,3,1,47
58B0940,433873,434068,2,11/08/2018,1310,3,A64,1,1,1,E08000035,58B0940,2,9,58B0940,2,1,3,2,25
58B1078,430808,433272,2,11/08/2018,1230,3,A653,1,1,1,E08000035,58B1078,2,1,58B1078,2,1,3,1,19
58B9999,428004,426232,2,11/08/2018,2210,3,A653,1,4,1,E08000035,58B9999,1,9,58B9999,1,1,3,2,30
58C1036,434804,428897,2,12/08/2018,1424,6,U,1,1,1,E08000035,58C1036,2,9,58C1036,2,2,3,2,78
58C1229,431083,436053,2,12/08/2018,1550,6,U,1,1,1,E08000035,58C1229,2,1,58C1229,2,1,2,1,26
58C1412,429738,432940,2,24/07/2018,1740,6,U,1,1,1,E08000035,58C1412,2,1,58C1412,2,1,3,2,33
58D0398,430278,431938,2,13/08/2018,0810,1,M621,2,1,2,E08000035,58D0398,2,9,58D0398,2,1,3,2,23
58D0477,429146,432000,3,13/08/2018,0936,6,U,1,1,1,E08000035,58D0477,1,5,58D0477,1,1,3,1,34
58D0477,429146,432000,3,13/08/2018,0936,6,U,1,1,1,E08000035,58D0477,2,9,58D0477,2,1,3,2,46
58D0592,430078,433890,1,11/08/2018,1000,6,U,1,1,1,E08000035,58D0592,1,11,58D0592,1,2,2,1,74
58E1131,422028,436565,4,14/08/2018,1520,3,A6120,1,1,1,E08000035,58E1131,1,9,58E1131,1,1,3,2,52
58E1131,422028,436565,4,14/08/2018,1520,3,A6120,1,1,1,E08000035,58E1131,2,9,58E1131,2,1,3,1,77
58F0056,426720,426699,1,15/08/2018,0030,3,A650,1,4,1,E08000035,58F0056,1,3,58F0056,1,1,2,2,28
58F1534,427340,427812,2,15/08/2018,1930,6,U,2,1,8,E08000035,58F1534,2,5,58F1534,2,1,2,1,59
58G0123,431320,435044,1,15/08/2018,2020,6,U,1,1,1,E08000035,58G0123,1,9,58G0123,1,3,3,1,18
58G0689,431622,434439,1,16/08/2018,1120,6,U,1,1,1,E08000035,58G0689,1,9,58G0689,1,3,3,1,85
58G0696,426576,433900,2,21/08/2018,1130,6,U,1,1,1,E08000035,58G0696,2,9,58G0696,2,1,3,2,48
58G1310,430400,437873,2,16/08/2018,1647,6,U,1,1,1,E08000035,58G1310,2,1,58G1310,2,1,3,2,48
58G1314,430301,433388,1,16/08/2018,1940,6,U,1,1,1,E08000035,58G1314,1,11,58G1314,1,2,3,2,40
58G1532,425993,429974,2,16/08/2018,1942,3,A62,1,1,1,E08000035,58G1532,1,1,58G1532,1,1,2,1,44
58G1947,428526,429635,2,16/08/2018,2200,3,A6110,1,4,1,E08000035,58G1947,1,4,58G1947,1,1,2,1,35
58H0461,431996,432335,1,17/08/2018,0825,6,U,1,1,1,E08000035,58H0461,1,3,58H0461,1,1,2,1,25
58H1535,420075,439061,2,17/08/2018,1740,3,A658,1,1,1,E08000035,58H1535,1,4,58H1535,1,1,3,1,25
58H1705,428581,431546,2,17/08/2018,1845,3,A643,1,1,1,E08000035,58H1705,2,9,58H1705,2,1,3,2,22
58I0137,429109,433835,4,18/08/2018,0110,6,U,1,4,1,E08000035,58I0137,2,9,58I0137,2,2,3,1,22
58I0137,429109,433835,4,18/08/2018,0110,6,U,1,4,1,E08000035,58I0137,2,9,58I0137,2,3,3,1,30
58I0281,441054,432041,1,18/08/2018,0240,6,U,1,4,1,E08000035,58I0281,1,9,58I0281,1,1,3,1,20
58I1017,436717,436673,2,18/08/2018,1300,6,U,1,1,1,E08000035,58I1017,2,1,58I1017,2,1,3,1,9
58I1042,431970,435823,1,18/08/2018,1310,3,A58,1,1,1,E08000035,58I1042,1,9,58I1042,1,3,3,1,27
58J0457,419786,434051,2,19/08/2018,1603,3,A62,1,1,1,E08000035,58J0457,2,11,58J0457,2,2,2,2,95
58J0664,432460,438848,2,18/08/2018,1600,6,U,1,1,1,E08000035,58J0664,1,1,58J0664,1,1,3,1,30
58J0719,428395,434074,1,19/08/2018,1130,6,U,1,1,1,E08000035,58J0719,1,1,58J0719,1,3,3,1,71
58K0771,421711,442269,2,20/08/2018,1235,6,U,1,1,1,E08000035,58K0771,1,9,58K0771,1,1,2,2,26
58K1318,431457,430270,2,20/08/2018,1634,6,U,1,1,1,E08000035,58K1318,1,9,58K1318,1,1,3,1,78
58K1318,431457,430270,2,20/08/2018,1634,6,U,1,1,1,E08000035,58K1318,1,9,58K1318,1,2,3,2,48
58K1318,431457,430270,2,20/08/2018,1634,6,U,1,1,1,E08000035,58K1318,1,9,58K1318,1,2,3,1,11
58K1318,431457,430270,2,20/08/2018,1634,6,U,1,1,1,E08000035,58K1318,1,9,58K1318,1,2,3,2,15
58K1318,431457,430270,2,20/08/2018,1634,6,U,1,1,1,E08000035,58K1318,2,9,58K1318,2,1,3,1,64
58K1318,431457,430270,2,20/08/2018,1634,6,U,1,1,1,E08000035,58K1318,2,9,58K1318,2,2,3,2,58
58K1318,431457,430270,2,20/08/2018,1634,6,U,1,1,1,E08000035,58K1318,2,9,58K1318,2,2,3,2,19
58K1318,431457,430270,2,20/08/2018,1634,6,U,1,1,1,E08000035,58K1318,2,9,58K1318,2,2,3,2,53
58K1318,431457,430270,2,20/08/2018,1634,6,U,1,1,1,E08000035,58K1318,2,9,58K1318,2,2,3,2,38
58L1429,434109,433900,2,21/08/2018,1540,6,U,1,1,1,E08000035,58L1429,2,9,58L1429,2,1,3,2,32
58L1429,434109,433900,2,21/08/2018,1540,6,U,1,1,1,E08000035,58L1429,2,9,58L1429,2,2,3,2,6
58L1538,429201,426408,4,21/08/2018,1715,1,M62,1,1,1,E08000035,58L1538,1,9,58L1538,1,2,3,2,9
58L1538,429201,426408,4,21/08/2018,1715,1,M62,1,1,1,E08000035,58L1538,1,9,58L1538,1,2,3,2,32
58L1538,429201,426408,4,21/08/2018,1715,1,M62,1,1,1,E08000035,58L1538,1,9,58L1538,1,1,3,1,34
58L1538,429201,426408,4,21/08/2018,1715,1,M62,1,1,1,E08000035,58L1538,2,9,58L1538,2,1,3,1,57
58L1538,429201,426408,4,21/08/2018,1715,1,M62,1,1,1,E08000035,58L1538,3,9,58L1538,3,1,3,2,32
58L1538,429201,426408,4,21/08/2018,1715,1,M62,1,1,1,E08000035,58L1538,4,9,58L1538,4,1,3,2,34
58L1743,440441,447671,2,21/08/2018,1842,3,A661,1,1,1,E08000035,58L1743,1,9,58L1743,1,2,3,2,25
58M0654,433260,435138,2,17/08/2018,1331,6,U,1,1,1,E08000035,58M0654,2,10,58M0654,2,1,3,1,50
58M0706,423923,429722,1,18/08/2018,1900,6,U,1,1,1,E08000035,58M0706,1,8,58M0706,1,2,3,2,51
58M0900,423150,437706,2,22/08/2018,1315,3,A6120,1,1,1,E08000035,58M0900,1,9,58M0900,1,1,3,2,28
58M1371,435690,433910,1,22/08/2018,1628,6,U,1,1,1,E08000035,58M1371,1,5,58M1371,1,1,2,1,44
58M1951,428463,431347,2,22/08/2018,2105,3,A643,2,4,2,E08000035,58M1951,1,9,58M1951,1,1,3,1,33
58M1951,428463,431347,2,22/08/2018,2105,3,A643,2,4,2,E08000035,58M1951,2,9,58M1951,2,1,3,1,32
58M1951,428463,431347,2,22/08/2018,2105,3,A643,2,4,2,E08000035,58M1951,2,9,58M1951,2,2,3,2,57
58N0284,428389,436282,2,23/08/2018,0657,6,U,1,1,1,E08000035,58N0284,1,9,58N0284,1,1,3,2,48
58N0339,430839,433997,2,23/08/2018,0752,6,U,1,1,1,E08000035,58N0339,1,1,58N0339,1,1,3,1,57
58N0386,433229,427628,2,23/08/2018,0832,6,U,1,1,1,E08000035,58N0386,1,9,58N0386,1,1,3,2,49
58N0589,427485,437003,2,23/08/2018,1105,3,A660,1,1,1,E08000035,58N0589,2,3,58N0589,2,1,3,1,27
58N1280,432642,435860,2,23/08/2018,1655,3,A58,2,1,2,E08000035,58N1280,1,9,58N1280,1,2,3,1,11
58N1280,432642,435860,2,23/08/2018,1655,3,A58,2,1,2,E08000035,58N1280,1,9,58N1280,1,1,3,2,30
58O0326,432158,429927,2,24/08/2018,0700,1,M621,1,1,1,E08000035,58O0326,2,9,58O0326,2,1,3,2,51
58O1202,428500,433156,1,24/08/2018,1615,6,U,2,1,2,E08000035,58O1202,1,9,58O1202,1,3,2,2,40
58O1973,427499,431339,1,24/08/2018,2214,3,A6110,1,4,1,E08000035,58O1973,1,9,58O1973,1,3,2,1,56
58P0450,429248,426734,2,25/08/2018,0730,3,A654,1,1,1,E08000035,58P0450,2,1,58P0450,2,1,3,1,35
58P0570,423953,435420,2,25/08/2018,0941,6,U,1,1,1,E08000035,58P0570,2,3,58P0570,2,1,2,1,54
58P0856,440111,439656,2,25/08/2018,1235,3,A64,1,1,1,E08000035,58P0856,1,8,58P0856,1,2,3,2,39
58P0856,440111,439656,2,25/08/2018,1235,3,A64,1,1,1,E08000035,58P0856,1,8,58P0856,1,1,3,1,33
58P0856,440111,439656,2,25/08/2018,1235,3,A64,1,1,1,E08000035,58P0856,1,8,58P0856,1,2,3,2,25
58P0856,440111,439656,2,25/08/2018,1235,3,A64,1,1,1,E08000035,58P0856,2,19,58P0856,2,1,3,1,48
58P1294,431766,432874,1,25/08/2018,1610,6,U,1,1,1,E08000035,58P1294,1,9,58P1294,1,3,2,1,6
58P1534,430588,430943,2,25/08/2018,1800,6,U,1,1,1,E08000035,58P1534,1,97,58P1534,1,1,2,1,29
58Q0081,429102,432195,2,26/08/2018,0010,6,U,1,4,1,E08000035,58Q0081,2,9,58Q0081,2,1,3,1,40
58Q0261,432124,428919,1,26/08/2018,0231,1,M621,1,4,1,E08000035,58Q0261,1,9,58Q0261,1,1,3,2,23
58Q0818,430810,433889,1,26/08/2018,1200,3,A61,2,1,2,E08000035,58Q0818,1,5,58Q0818,1,1,2,1,32
58Q1030,422428,441625,2,26/08/2018,1423,6,U,2,1,2,E08000035,58Q1030,2,9,58Q1030,2,1,3,2,26
58Q1030,422428,441625,2,26/08/2018,1423,6,U,2,1,2,E08000035,58Q1030,2,9,58Q1030,2,2,3,1,5
58Q1723,434069,429931,1,26/08/2018,2025,1,M1,2,4,2,E08000035,58Q1723,1,9,58Q1723,1,2,3,1,18
58Q1867,429940,427145,1,26/08/2018,2154,6,U,2,4,2,E08000035,58Q1867,1,9,58Q1867,1,1,2,1,38
58R0046,434354,435346,1,27/08/2018,0045,6,U,2,4,2,E08000035,58R0046,1,9,58R0046,1,1,2,1,21
58R0264,423562,442239,1,27/08/2018,0345,6,U,1,6,1,E08000035,58R0264,1,9,58R0264,1,1,3,1,65
58R1084,423998,428000,2,27/08/2018,1500,3,A62,1,1,1,E08000035,58R1084,2,4,58R1084,2,1,3,1,31
58R1478,431010,430543,2,27/08/2018,1754,6,U,1,1,1,E08000035,58R1478,2,9,58R1478,2,1,3,2,45
58R1478,431010,430543,2,27/08/2018,1754,6,U,1,1,1,E08000035,58R1478,2,9,58R1478,2,2,3,2,19
58R1906,438013,438405,2,27/08/2018,2045,3,A64,1,6,1,E08000035,58R1906,1,19,58R1906,1,2,3,2,57
58R1906,438013,438405,2,27/08/2018,2045,3,A64,1,6,1,E08000035,58R1906,1,19,58R1906,1,2,3,2,18
58R1906,438013,438405,2,27/08/2018,2045,3,A64,1,6,1,E08000035,58R1906,2,9,58R1906,2,1,3,2,31
58S0489,428108,426286,2,28/08/2018,0950,3,A650,1,1,1,E08000035,58S0489,1,9,58S0489,1,2,3,1,6
58S0489,428108,426286,2,28/08/2018,0950,3,A650,1,1,1,E08000035,58S0489,1,9,58S0489,1,1,3,1,33
58S0489,428108,426286,2,28/08/2018,0950,3,A650,1,1,1,E08000035,58S0489,2,9,58S0489,2,1,3,2,66
58S0994,421853,441244,2,28/08/2018,1415,3,A658,1,1,1,E08000035,58S0994,2,5,58S0994,2,1,3,1,68
58S1018,431400,438788,2,28/08/2018,1431,6,U,1,1,1,E08000035,58S1018,2,9,58S1018,2,2,3,2,64
58T0400,427071,433707,2,28/08/2018,1550,6,U,1,1,1,E08000035,58T0400,2,1,58T0400,2,1,3,2,26
58T0767,429968,433226,1,29/08/2018,1238,6,U,1,1,1,E08000035,58T0767,1,11,58T0767,1,3,2,1,49
58T0856,421107,433294,1,29/08/2018,1325,6,U,1,1,1,E08000035,58T0856,1,9,58T0856,1,1,2,2,58
58T0974,431165,433640,2,29/08/2018,1427,6,U,1,1,1,E08000035,58T0974,1,1,58T0974,1,1,3,1,26
58T1070,429148,431765,1,29/08/2018,1520,6,U,1,1,1,E08000035,58T1070,1,19,58T1070,1,3,3,1,36
58T1142,423062,437684,3,29/08/2018,1550,3,A65,1,1,1,E08000035,58T1142,2,9,58T1142,2,1,3,1,44
58T1142,423062,437684,3,29/08/2018,1550,3,A65,1,1,1,E08000035,58T1142,3,9,58T1142,3,1,3,2,29
58T1230,433654,427664,1,29/08/2018,1624,3,A654,1,1,1,E08000035,58T1230,1,9,58T1230,1,3,3,1,19
58U1588,424447,438618,3,30/08/2018,1821,6,U,1,1,1,E08000035,58U1588,2,1,58U1588,2,1,3,1,29
58U1823,425040,432198,1,30/08/2018,2016,6,U,1,6,1,E08000035,58U1823,1,3,58U1823,1,1,3,1,19
58U1823,425040,432198,1,30/08/2018,2016,6,U,1,6,1,E08000035,58U1823,1,3,58U1823,1,2,2,1,15
5910852,428588,431554,2,01/09/2018,1040,3,A643,1,1,1,E08000035,5910852,2,9,5910852,2,2,3,2,15
5911152,431707,439185,2,04/09/2018,1504,6,U,1,1,1,E08000035,5911152,1,9,5911152,1,1,2,1,75
5911462,427122,425011,2,01/09/2018,1730,3,A653,1,1,1,E08000035,5911462,2,9,5911462,2,1,3,1,23
5911541,439254,430998,2,01/09/2018,1821,6,U,1,1,1,E08000035,5911541,1,9,5911541,1,1,3,1,72
5911546,419655,446209,2,01/09/2018,1820,6,U,1,1,1,E08000035,5911546,2,1,5911546,2,1,3,1,36
5911607,431675,435361,2,01/09/2018,1850,3,A58,1,1,1,E08000035,5911607,2,9,5911607,2,1,3,2,48
5911607,431675,435361,2,01/09/2018,1850,3,A58,1,1,1,E08000035,5911607,2,9,5911607,2,2,3,2,22
5911677,431509,435136,1,01/09/2018,1925,3,A58,1,1,1,E08000035,5911677,1,9,5911677,1,3,3,1,18
5930452,435267,439745,2,03/09/2018,0900,6,U,1,1,1,E08000035,5930452,1,9,5930452,1,1,3,1,57
5930452,435267,439745,2,03/09/2018,0900,6,U,1,1,1,E08000035,5930452,2,9,5930452,2,1,3,2,22
5931499,428278,429576,3,03/09/2018,1710,3,A6110,1,1,1,E08000035,5931499,1,5,5931499,1,1,2,1,24
5931624,440487,433192,1,03/09/2018,1650,6,U,1,1,1,E08000035,5931624,1,9,5931624,1,3,3,1,46
5931935,428393,440975,1,04/09/2018,2115,6,U,2,6,2,E08000035,5931935,1,9,5931935,1,2,2,2,23
5940374,424968,427566,2,04/09/2018,0805,3,A650,1,1,1,E08000035,5940374,2,9,5940374,2,1,3,2,26
5940805,430085,433375,1,04/09/2018,1325,6,U,1,1,1,E08000035,5940805,1,11,5940805,1,3,3,1,40
5941215,431627,435288,2,04/09/2018,1920,6,U,1,1,1,E08000035,5941215,2,9,5941215,2,1,3,2,57
5950415,430902,430369,3,05/09/2018,0850,6,U,1,1,1,E08000035,5950415,1,9,5950415,1,1,3,2,44
5951304,431950,428204,4,05/09/2018,1710,1,M1,1,1,1,E08000035,5951304,2,9,5951304,2,1,3,1,20
5951304,431950,428204,4,05/09/2018,1710,1,M1,1,1,1,E08000035,5951304,3,9,5951304,3,1,3,1,27
5951581,440551,431707,1,05/09/2018,1919,6,U,1,1,1,E08000035,5951581,1,9,5951581,1,1,3,1,31
5960358,425559,434144,1,06/09/2018,0830,6,U,1,1,1,E08000035,5960358,1,19,5960358,1,3,3,1,14
5960391,427365,430359,1,06/09/2018,0850,6,U,1,1,1,E08000035,5960391,1,8,5960391,1,3,3,1,7
5970290,422418,445882,2,07/09/2018,0731,6,U,1,1,1,E08000035,5970290,2,5,5970290,2,1,3,1,58
5970615,425975,436959,2,07/09/2018,1045,6,U,1,1,1,E08000035,5970615,2,3,5970615,2,1,3,1,28
5971157,435491,437254,3,07/09/2018,1459,3,A6120,1,1,4,E08000035,5971157,1,9,5971157,1,1,3,2,38
5971218,427870,436243,2,07/09/2018,1524,3,A660,1,1,1,E08000035,5971218,2,1,5971218,2,1,3,1,24
5971248,424027,438357,2,07/09/2018,1535,6,U,1,1,1,E08000035,5971248,2,9,5971248,2,1,3,1,44
5971435,420753,434401,2,07/09/2018,1700,3,A647,1,1,1,E08000035,5971435,2,1,5971435,2,1,3,1,36
5981071,432576,429813,2,08/09/2018,1440,3,A639,2,1,2,E08000035,5981071,1,9,5981071,1,2,2,2,29
5981111,428809,432611,2,08/09/2018,1500,6,U,2,1,5,E08000035,5981111,1,9,5981111,1,1,3,2,57
5981387,426686,435053,1,05/09/2018,0730,3,A65,1,1,1,E08000035,5981387,1,8,5981387,1,2,3,2,21
5981573,428477,427504,2,08/09/2018,1220,3,A653,1,1,1,E08000035,5981573,2,9,5981573,2,1,3,2,20
5981573,428477,427504,2,08/09/2018,1220,3,A653,1,1,1,E08000035,5981573,2,9,5981573,2,2,3,2,20
5981680,429570,434796,1,08/09/2018,2008,3,A660,1,1,1,E08000035,5981680,1,9,5981680,1,3,2,2,29
5981774,425676,435401,2,08/09/2018,2059,6,U,1,1,1,E08000035,5981774,1,9,5981774,1,1,3,1,49
5990850,444733,436442,2,09/09/2018,1223,6,U,1,1,1,E08000035,5990850,2,5,5990850,2,1,3,1,27
59A0556,420201,445700,1,10/09/2018,1055,4,B6451,1,1,1,E08000035,59A0556,1,21,59A0556,1,3,1,2,85
59A0687,419047,441963,1,10/09/2018,1200,3,A65,1,1,1,E08000035,59A0687,1,11,59A0687,1,2,3,2,91
59A0976,427565,436881,1,10/09/2018,1418,3,A660,1,1,1,E08000035,59A0976,1,9,59A0976,1,1,3,1,59
59A0976,427565,436881,1,10/09/2018,1418,3,A660,1,1,1,E08000035,59A0976,1,9,59A0976,1,2,3,2,81
59A1274,430075,433369,1,10/09/2018,1720,6,U,1,1,1,E08000035,59A1274,1,1,59A1274,1,3,3,2,14
59B0209,432176,426123,2,11/09/2018,0630,1,M1,2,1,2,E08000035,59B0209,1,9,59B0209,1,1,3,2,47
59B1023,424092,428107,2,11/09/2018,1525,3,A62,1,1,1,E08000035,59B1023,2,9,59B1023,2,1,3,1,40
59B1023,424092,428107,2,11/09/2018,1525,3,A62,1,1,1,E08000035,59B1023,2,9,59B1023,2,2,3,1,41
59B1732,426347,433090,2,11/09/2018,2030,6,U,1,4,1,E08000035,59B1732,2,5,59B1732,2,1,1,1,42
59B1865,427524,428078,2,11/09/2018,1830,6,U,1,1,1,E08000035,59B1865,2,9,59B1865,2,2,3,1,17
59B1865,427524,428078,2,11/09/2018,1830,6,U,1,1,1,E08000035,59B1865,2,9,59B1865,2,2,3,2,17
59C0465,427552,431986,2,12/09/2018,0730,6,U,1,1,1,E08000035,59C0465,2,1,59C0465,2,1,3,2,41
59C0786,432504,427064,2,12/09/2018,1300,6,U,1,1,1,E08000035,59C0786,2,9,59C0786,2,2,3,2,59
59C0943,433471,441811,1,12/09/2018,1425,6,U,1,1,1,E08000035,59C0943,1,9,59C0943,1,1,3,1,21
59C1006,426897,439315,2,12/09/2018,0850,6,U,1,1,1,E08000035,59C1006,2,1,59C1006,2,1,3,1,36
59C1241,426179,427665,2,12/09/2018,1250,6,U,1,1,1,E08000035,59C1241,2,19,59C1241,2,2,3,2,52
59C1891,431465,432699,2,12/09/2018,2055,3,A63,1,4,1,E08000035,59C1891,1,9,59C1891,1,2,3,1,19
59D0345,421712,443901,2,13/09/2018,0859,6,U,1,1,1,E08000035,59D0345,1,3,59D0345,1,1,1,1,40
59D0828,431757,435448,1,13/09/2018,1335,6,U,1,1,1,E08000035,59D0828,1,9,59D0828,1,3,3,2,3
59D0832,434525,438222,2,13/09/2018,1350,3,A6120,1,1,1,E08000035,59D0832,1,9,59D0832,1,1,3,1,54
59D0889,425342,443246,2,13/09/2018,1430,3,A660,1,1,1,E08000035,59D0889,1,9,59D0889,1,1,2,1,80
59D0889,425342,443246,2,13/09/2018,1430,3,A660,1,1,1,E08000035,59D0889,2,9,59D0889,2,1,3,2,28
59D0907,433113,435004,2,13/09/2018,1430,6,U,1,1,1,E08000035,59D0907,2,9,59D0907,2,1,3,1,46
59D1624,422281,436821,2,13/09/2018,2007,3,A6120,1,4,1,E08000035,59D1624,2,4,59D1624,2,1,2,1,20
59E0535,433128,436118,2,14/09/2018,1022,3,A58,1,1,1,E08000035,59E0535,2,1,59E0535,2,1,3,1,61
59E0619,418973,442061,1,14/09/2018,1112,6,U,2,1,2,E08000035,59E0619,1,9,59E0619,1,3,3,2,66
59E0694,421371,441020,3,14/09/2018,1158,6,U,2,1,2,E08000035,59E0694,2,3,59E0694,2,1,3,1,28
59E0891,429962,430873,2,14/09/2018,1345,6,U,1,1,1,E08000035,59E0891,2,9,59E0891,2,1,3,2,61
59E1108,428289,429572,2,14/09/2018,0700,6,U,1,1,1,E08000035,59E1108,2,1,59E1108,2,1,2,1,58
59E1281,421684,436146,2,14/09/2018,1650,3,A6120,2,1,1,E08000035,59E1281,1,5,59E1281,1,1,2,1,47
59E1586,429753,423575,3,14/09/2018,1900,1,M1,1,1,1,E08000035,59E1586,3,9,59E1586,3,2,3,2,76
59E2085,427531,438609,2,14/09/2018,2248,3,A6120,2,4,1,E08000035,59E2085,1,9,59E2085,1,1,3,1,23
59E2085,427531,438609,2,14/09/2018,2248,3,A6120,2,4,1,E08000035,59E2085,2,9,59E2085,2,1,3,1,24
59G0971,427340,429633,2,16/09/2018,1345,6,U,1,1,1,E08000035,59G0971,2,1,59G0971,2,1,3,1,58
59G1509,443475,438421,1,16/09/2018,1800,2,A1(M),1,1,1,E08000035,59G1509,1,9,59G1509,1,1,3,2,37
59G1726,433790,434702,2,16/09/2018,1043,6,U,1,1,1,E08000035,59G1726,2,9,59G1726,2,1,3,1,48
59H0458,427742,433704,2,17/09/2018,0905,3,A647,1,1,1,E08000035,59H0458,2,1,59H0458,2,1,3,1,40
59H0870,430816,439623,1,17/09/2018,1435,3,A61,1,1,1,E08000035,59H0870,1,9,59H0870,1,3,3,1,48
59H1629,440761,433434,1,17/09/2018,1754,6,U,1,1,1,E08000035,59H1629,1,9,59H1629,1,3,3,1,7
59I0614,429873,433796,2,18/09/2018,0953,6,U,1,1,1,E08000035,59I0614,2,11,59I0614,2,1,3,2,38
59I0842,428071,434988,2,20/09/2018,1335,6,U,1,1,1,E08000035,59I0842,1,9,59I0842,1,1,3,1,33
59I0903,443647,431684,4,18/09/2018,1404,3,A63,1,1,1,E08000035,59I0903,3,19,59I0903,3,1,2,1,40
59I0903,443647,431684,4,18/09/2018,1404,3,A63,1,1,1,E08000035,59I0903,4,9,59I0903,4,1,3,1,90
